round,avgFit,bestFist,avgNode,bestNode,bestBotName
123,0.6211327197198993,0.8045808096746484,501.8333333333333,391,sampleex.X_GPbot_123_14
124,0.660770807144394,0.818114208005405,478.1333333333333,465,sampleex.X_GPbot_124_14
125,0.6562247598612582,0.8356471428545608,469.93333333333334,460,sampleex.X_GPbot_125_27
126,0.6119765843503053,0.8149868161717859,469.3666666666667,465,sampleex.X_GPbot_126_21
127,0.6289792357828679,0.8569872459994546,483.53333333333336,516,sampleex.X_GPbot_127_4
128,0.6045101883033993,0.8078597890411631,478.5,460,sampleex.X_GPbot_128_19
129,0.6416968130403408,0.7782737263721112,471.93333333333334,515,sampleex.X_GPbot_129_22
130,0.626721627748687,0.8052557794978895,480.3333333333333,454,sampleex.X_GPbot_130_14
131,0.6507261005820466,0.8205482313651272,489.3,454,sampleex.X_GPbot_131_0
132,0.6751192374915456,0.8252964133039629,496.03333333333336,557,sampleex.X_GPbot_132_19
133,0.6348600808721281,0.7774228848309388,490.1333333333333,449,sampleex.X_GPbot_133_3
134,0.6340408283209169,0.8350246124188176,482.8666666666667,506,sampleex.X_GPbot_134_15
135,0.6030226672096487,0.8043631679864314,499.73333333333335,524,sampleex.X_GPbot_135_6
136,0.6408784628388593,0.8586628983807542,492.1666666666667,520,sampleex.X_GPbot_136_20
137,0.640985996965154,0.78036652006548,488.53333333333336,495,sampleex.X_GPbot_137_17
138,0.658877815289605,0.8653221043971503,498.3333333333333,520,sampleex.X_GPbot_138_4
139,0.6525963117039902,0.8250861178877988,484.6,446,sampleex.X_GPbot_139_10
140,0.6128498979988257,0.7965707374054473,485.1666666666667,609,sampleex.X_GPbot_140_10
141,0.6460737024388777,0.8247181692506104,485.03333333333336,532,sampleex.X_GPbot_141_17
142,0.6472378118646296,0.8272124543110376,495.3333333333333,532,sampleex.X_GPbot_142_10
143,0.6198464927504791,0.8011056986897324,498.06666666666666,532,sampleex.X_GPbot_143_0
144,0.5717291761891483,0.8267134871925741,489.0,528,sampleex.X_GPbot_144_19
145,0.6442611512890751,0.8163833278354843,507.26666666666665,514,sampleex.X_GPbot_145_1
146,0.6042803457441758,0.7931571913063237,512.7666666666667,528,sampleex.X_GPbot_146_5
147,0.6359409733210815,0.8469889967404908,510.96666666666664,534,sampleex.X_GPbot_147_11
148,0.6690463787492962,0.8067754451781625,497.1333333333333,537,sampleex.X_GPbot_148_16
149,0.6141242064789199,0.7809051826691897,502.3666666666667,507,sampleex.X_GPbot_149_27
150,0.6931621482142637,0.8460127762848743,537.4666666666667,523,sampleex.X_GPbot_150_19
151,0.6492471521862907,0.802384707509893,529.9333333333333,555,sampleex.X_GPbot_151_17
152,0.6147508474445371,0.8359541432734089,517.4666666666667,397,sampleex.X_GPbot_152_27
153,0.6961607580378655,0.8319792796285038,512.3666666666667,533,sampleex.X_GPbot_153_21
154,0.6687753346393953,0.8316596295542799,514.7666666666667,567,sampleex.X_GPbot_154_26
155,0.649053954933663,0.7830387591865303,524.6333333333333,516,sampleex.X_GPbot_155_17
156,0.6900160955683085,0.7975386122812821,541.1666666666666,496,sampleex.X_GPbot_156_28
157,0.6446846053421783,0.8200980696293708,521.2,386,sampleex.X_GPbot_157_29
158,0.6292828695738788,0.8359952430830834,524.7,386,sampleex.X_GPbot_158_0
159,0.6429827144849635,0.8387555601117885,483.43333333333334,386,sampleex.X_GPbot_159_23
160,0.6888602535602446,0.8183323459076135,480.2,568,sampleex.X_GPbot_160_17
161,0.7059746672903768,0.8294911472063616,460.0,452,sampleex.X_GPbot_161_3
162,0.701504588720743,0.8107491226279427,437.56666666666666,452,sampleex.X_GPbot_162_25
163,0.7182474620744566,0.8363476145855732,446.1666666666667,602,sampleex.X_GPbot_163_29
164,0.629617753716557,0.8100623824258375,422.93333333333334,435,sampleex.X_GPbot_164_26
165,0.6449715471088261,0.8448571100552417,426.73333333333335,453,sampleex.X_GPbot_165_10
166,0.6183762562070325,0.7894506167215533,428.8333333333333,459,sampleex.X_GPbot_166_22
167,0.6179687370613932,0.8242935134494954,422.3333333333333,443,sampleex.X_GPbot_167_2
168,0.6229814667179473,0.8145979183228814,426.9,438,sampleex.X_GPbot_168_25
169,0.6166423962397835,0.8550403996364748,442.56666666666666,424,sampleex.X_GPbot_169_6
170,0.5963770874246302,0.8156432158327557,440.96666666666664,423,sampleex.X_GPbot_170_26
171,0.6258004302426046,0.8223131457859861,457.8666666666667,491,sampleex.X_GPbot_171_22
172,0.6160892478558827,0.8014526687253385,450.73333333333335,520,sampleex.X_GPbot_172_20
173,0.6766487646476773,0.8221227980857878,464.1,469,sampleex.X_GPbot_173_19
174,0.6522524348576009,0.8277607866368575,471.3,469,sampleex.X_GPbot_174_0
175,0.6662005974735898,0.795853207560237,476.2,425,sampleex.X_GPbot_175_14
176,0.6278886261689879,0.829529831355109,469.8333333333333,547,sampleex.X_GPbot_176_26
177,0.6316736173479621,0.8259509232499944,479.8333333333333,552,sampleex.X_GPbot_177_24
178,0.6425832131712746,0.8031357318890219,486.2,520,sampleex.X_GPbot_178_23
179,0.6266908199436689,0.8182475521394418,495.76666666666665,520,sampleex.X_GPbot_179_0
180,0.6113587830568191,0.8196778290012366,496.4,459,sampleex.X_GPbot_180_7
181,0.6166381596875772,0.7898613690430278,492.1,517,sampleex.X_GPbot_181_11
182,0.5884918808240979,0.8292490240189757,479.56666666666666,517,sampleex.X_GPbot_182_11
183,0.5942157224873265,0.8270304474349447,476.3333333333333,519,sampleex.X_GPbot_183_28
184,0.6467918084207618,0.7945282297017293,501.1,554,sampleex.X_GPbot_184_14
185,0.6842140943819739,0.8005658401572816,501.6333333333333,545,sampleex.X_GPbot_185_17
186,0.6781702182777977,0.786047726019353,500.96666666666664,537,sampleex.X_GPbot_186_10
187,0.6339742012977464,0.7960275344845581,495.96666666666664,468,sampleex.X_GPbot_187_14
188,0.6823063631617075,0.8311471609818156,499.06666666666666,486,sampleex.X_GPbot_188_28
189,0.6327224589614389,0.8184114975077225,495.06666666666666,500,sampleex.X_GPbot_189_19
190,0.6259984544055669,0.8466226548179933,499.73333333333335,474,sampleex.X_GPbot_190_9
191,0.5950680753865056,0.7733581597117453,502.56666666666666,534,sampleex.X_GPbot_191_4
192,0.6221579938264497,0.7949673592751428,529.4333333333333,501,sampleex.X_GPbot_192_13
193,0.6510992941188952,0.8306827024643747,547.3,497,sampleex.X_GPbot_193_19
194,0.6648382509279318,0.8208452905514608,530.4,524,sampleex.X_GPbot_194_13
195,0.6223824697230974,0.8303290053950452,524.7,497,sampleex.X_GPbot_195_7
196,0.6424028254509718,0.8220814934219596,501.96666666666664,471,sampleex.X_GPbot_196_19
197,0.6576248118091536,0.7816167762218407,491.06666666666666,485,sampleex.X_GPbot_197_29
198,0.6124550334267705,0.8136103921153887,495.8,364,sampleex.X_GPbot_198_15
199,0.6367008214859926,0.79152254149851,496.56666666666666,528,sampleex.X_GPbot_199_13
200,0.649818984293709,0.8343097027871275,482.73333333333335,488,sampleex.X_GPbot_200_8
201,0.6443618747512928,0.8007957400573028,481.8333333333333,460,sampleex.X_GPbot_201_18
202,0.6298784790350996,0.7898783879077754,483.5,530,sampleex.X_GPbot_202_13
203,0.6464736019304635,0.8030168562784256,492.9,530,sampleex.X_GPbot_203_0
204,0.6821952944079913,0.8219932773961475,484.7,530,sampleex.X_GPbot_204_0
205,0.6446437431408442,0.8264026499141278,471.23333333333335,559,sampleex.X_GPbot_205_29
206,0.593893692064089,0.7749573734445011,491.76666666666665,387,sampleex.X_GPbot_206_21
207,0.5435465555967337,0.7862578731690788,499.0,557,sampleex.X_GPbot_207_8
208,0.5780325997705006,0.8095923846970918,528.2666666666667,694,sampleex.X_GPbot_208_7
209,0.6005718478318903,0.8319465053038385,555.3666666666667,791,sampleex.X_GPbot_209_25
210,0.6319540498133658,0.8092892839867291,597.1333333333333,489,sampleex.X_GPbot_210_28
211,0.6530459853553386,0.8153361257970452,606.0333333333333,687,sampleex.X_GPbot_211_5
212,0.6765267295399796,0.7999476448797401,565.0666666666667,514,sampleex.X_GPbot_212_1
213,0.6032575135248986,0.8250402076199578,572.6333333333333,454,sampleex.X_GPbot_213_28
214,0.649530965563597,0.7986175000146328,609.5666666666667,513,sampleex.X_GPbot_214_2
215,0.6383612344128881,0.7917441589513867,543.7666666666667,513,sampleex.X_GPbot_215_0
216,0.6254212601574867,0.8142120381831601,547.9,516,sampleex.X_GPbot_216_3
217,0.6518459622156579,0.8113514211036508,541.9333333333333,526,sampleex.X_GPbot_217_6
218,0.653474474602937,0.8142986881713714,533.1333333333333,515,sampleex.X_GPbot_218_16
219,0.6317445753875479,0.7746441623304774,571.4333333333333,658,sampleex.X_GPbot_219_15
220,0.6232869875856978,0.7878753350280254,562.3666666666667,559,sampleex.X_GPbot_220_26
221,0.6287316197291404,0.802556132551786,521.0,481,sampleex.X_GPbot_221_10
222,0.6596493042146445,0.8359456906370593,515.9333333333333,489,sampleex.X_GPbot_222_26
223,0.6451565973887177,0.8290529483220288,519.3333333333334,497,sampleex.X_GPbot_223_6
224,0.6124971752202925,0.8020312835613715,515.5666666666667,452,sampleex.X_GPbot_224_26
225,0.6465467170870208,0.8109538920342277,513.3666666666667,452,sampleex.X_GPbot_225_0
226,0.6283391907322078,0.8217226859912806,504.6666666666667,517,sampleex.X_GPbot_226_7
227,0.6366085700802486,0.8410564915969073,492.93333333333334,596,sampleex.X_GPbot_227_10
228,0.6652160703984097,0.8273916174403407,495.73333333333335,423,sampleex.X_GPbot_228_24
229,0.6543610179090202,0.7938545594377443,468.3333333333333,423,sampleex.X_GPbot_229_0
230,0.6512196462696604,0.8013560891374395,457.26666666666665,517,sampleex.X_GPbot_230_5
231,0.6366426923551434,0.7915835186386607,451.3666666666667,430,sampleex.X_GPbot_231_18
232,0.6497355863331274,0.8203998626792264,430.23333333333335,423,sampleex.X_GPbot_232_17
233,0.6404879936315174,0.7866238724625806,444.1,509,sampleex.X_GPbot_233_14
234,0.6390695563084247,0.8111889958578792,429.6666666666667,490,sampleex.X_GPbot_234_13
235,0.6466530788508943,0.8538979073063362,452.23333333333335,513,sampleex.X_GPbot_235_23
236,0.636274387268544,0.764263492863085,462.6,514,sampleex.X_GPbot_236_17
237,0.6193212564540962,0.8449523013235426,470.7,403,sampleex.X_GPbot_237_22
238,0.65601942362683,0.8123107450859138,478.23333333333335,447,sampleex.X_GPbot_238_4
239,0.590164237385073,0.7954273496388581,462.06666666666666,540,sampleex.X_GPbot_239_11
240,0.6032617307541202,0.8331591747523955,468.7,535,sampleex.X_GPbot_240_4
241,0.6530274513557046,0.8234674090822551,475.6333333333333,492,sampleex.X_GPbot_241_4
242,0.6626844486001597,0.8541210117246951,460.43333333333334,332,sampleex.X_GPbot_242_18
243,0.6461118801413759,0.8136670301991146,456.7,482,sampleex.X_GPbot_243_29
244,0.6570838861013881,0.8070303867569858,480.26666666666665,470,sampleex.X_GPbot_244_10
245,0.6189648787188342,0.7848536948684254,448.6666666666667,482,sampleex.X_GPbot_245_27
246,0.5995889533721308,0.8066851978244319,436.06666666666666,414,sampleex.X_GPbot_246_27
247,0.5967669600815153,0.78900227492468,426.26666666666665,373,sampleex.X_GPbot_247_17
248,0.6691870359295531,0.8510360366576014,428.23333333333335,374,sampleex.X_GPbot_248_11
249,0.5837944683076696,0.8488457103704801,435.76666666666665,346,sampleex.X_GPbot_249_21
250,0.5895589612534805,0.8440878359028942,419.5,346,sampleex.X_GPbot_250_0
251,0.6108823158388497,0.8285671563277264,431.4,496,sampleex.X_GPbot_251_21
252,0.6295306216230536,0.8038686669460678,416.46666666666664,353,sampleex.X_GPbot_252_5
253,0.5887367320368312,0.7858786151591937,421.56666666666666,490,sampleex.X_GPbot_253_2
254,0.6269850427570353,0.785053229205939,437.06666666666666,390,sampleex.X_GPbot_254_29
255,0.5834744611139918,0.8094555734915997,437.1,422,sampleex.X_GPbot_255_13
256,0.62670826280833,0.806934021901979,441.2,448,sampleex.X_GPbot_256_28
257,0.6644351418448051,0.8165881047798758,447.3333333333333,516,sampleex.X_GPbot_257_28
258,0.6383174503376653,0.7784116108495848,439.0,473,sampleex.X_GPbot_258_5
259,0.6118906527198972,0.8170952620545457,436.46666666666664,473,sampleex.X_GPbot_259_0
260,0.6413909302664667,0.7911131281112334,422.96666666666664,565,sampleex.X_GPbot_260_19
261,0.6572950610435021,0.8181233360872886,442.5,565,sampleex.X_GPbot_261_0
262,0.6137586033566975,0.8012464628677511,445.6333333333333,360,sampleex.X_GPbot_262_28
263,0.578649158249997,0.7808577997742381,427.4,575,sampleex.X_GPbot_263_15
264,0.6230609462197988,0.7681220949020808,411.2,456,sampleex.X_GPbot_264_7
265,0.5931461463754771,0.7781797449117179,472.3,514,sampleex.X_GPbot_265_20
266,0.5868358063175477,0.7876986984381732,489.2,514,sampleex.X_GPbot_266_0
267,0.6154682998641628,0.7978812445380461,470.3333333333333,514,sampleex.X_GPbot_267_18
268,0.6041299922319057,0.7951108529557532,492.8666666666667,482,sampleex.X_GPbot_268_11
269,0.6549353637876956,0.8111980854558233,503.6,514,sampleex.X_GPbot_269_20
270,0.601286138262524,0.8220536265711709,498.93333333333334,514,sampleex.X_GPbot_270_22
271,0.6339904276298653,0.7942994901021391,481.5,514,sampleex.X_GPbot_271_5
272,0.6663297614124742,0.8064003393158461,472.2,470,sampleex.X_GPbot_272_11
273,0.6573744785363563,0.8116260168179922,467.43333333333334,299,sampleex.X_GPbot_273_23
274,0.6730860684919933,0.8442837685157404,466.3,514,sampleex.X_GPbot_274_19
275,0.6572451576321797,0.8203071470161901,447.06666666666666,329,sampleex.X_GPbot_275_26
276,0.6503910735370994,0.8372297014432375,447.9,491,sampleex.X_GPbot_276_4
277,0.6533222180472488,0.8280270621524447,448.6666666666667,491,sampleex.X_GPbot_277_16
278,0.6362362882565747,0.8075189979336671,486.46666666666664,544,sampleex.X_GPbot_278_24
279,0.6521782846866185,0.8157541529783714,494.03333333333336,506,sampleex.X_GPbot_279_26
280,0.5902284167156633,0.8014829306720412,498.8333333333333,472,sampleex.X_GPbot_280_8
281,0.6328053177644789,0.8085184092162016,508.1666666666667,518,sampleex.X_GPbot_281_6
282,0.6097779071751732,0.7811509324594362,514.6666666666666,574,sampleex.X_GPbot_282_2
283,0.5764175222605509,0.82210130011274,499.8,477,sampleex.X_GPbot_283_29
284,0.5897795148022278,0.8161546959105048,489.0,500,sampleex.X_GPbot_284_29
285,0.6208410896038214,0.7908172276483548,493.53333333333336,405,sampleex.X_GPbot_285_17
286,0.6012655852408043,0.8141645308812083,500.26666666666665,473,sampleex.X_GPbot_286_23
287,0.5982871234198354,0.8458442437891772,492.5,559,sampleex.X_GPbot_287_18
288,0.6167666257457107,0.8105957064961226,478.8,419,sampleex.X_GPbot_288_7
289,0.5599250456791925,0.8169018742069895,485.6333333333333,505,sampleex.X_GPbot_289_2
290,0.5902921771666515,0.7969200176628175,468.6666666666667,513,sampleex.X_GPbot_290_21
291,0.605971935757805,0.813888239705442,460.43333333333334,491,sampleex.X_GPbot_291_7
292,0.578009015014583,0.7759429937288868,471.4,506,sampleex.X_GPbot_292_12
293,0.6080180394617591,0.8000892192348816,483.0,515,sampleex.X_GPbot_293_12
294,0.651717521824705,0.8085459195061445,484.6666666666667,428,sampleex.X_GPbot_294_5
295,0.6860356501990069,0.83718263740368,483.8666666666667,428,sampleex.X_GPbot_295_0
296,0.7010110732734661,0.8396207527976407,480.8666666666667,529,sampleex.X_GPbot_296_25
297,0.6906941303547097,0.8475556952264326,480.06666666666666,459,sampleex.X_GPbot_297_2
298,0.678377627319085,0.8181525756296137,486.6666666666667,418,sampleex.X_GPbot_298_13
299,0.669915556624514,0.8182614990054972,471.8,477,sampleex.X_GPbot_299_17
300,0.6710486886042674,0.820573465182787,470.56666666666666,502,sampleex.X_GPbot_300_3
301,0.6143998655453003,0.8671364042978112,458.56666666666666,470,sampleex.X_GPbot_301_14
302,0.5885208718036778,0.8293729887423428,467.6333333333333,523,sampleex.X_GPbot_302_16
303,0.605071416603282,0.7916218987199741,463.0,524,sampleex.X_GPbot_303_3
304,0.6284736439333946,0.8022827337498942,470.6666666666667,524,sampleex.X_GPbot_304_7
305,0.6338440652058217,0.8039498738372671,478.1666666666667,463,sampleex.X_GPbot_305_11
306,0.5989754343978793,0.7685622495299677,488.1333333333333,563,sampleex.X_GPbot_306_13
307,0.6004646515575846,0.8140479116826137,494.46666666666664,406,sampleex.X_GPbot_307_27
308,0.6125705478332651,0.7832755224720538,480.8333333333333,447,sampleex.X_GPbot_308_18
309,0.6390769681353652,0.7922946892212203,454.93333333333334,476,sampleex.X_GPbot_309_9
310,0.6685902824354021,0.7922278207183829,457.5,476,sampleex.X_GPbot_310_19
